date,strategy,cost_bps,transaction_cost
2021-07-01,Turnover-Aware Max Sharpe γ=0.25,25.0,7.096526735391254e-19
2021-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,5.535118613041458e-06
2021-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,1.1070237226082917e-05
2021-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,2.767559306520729e-05
2021-09-01,Maximum Sharpe,0.0,0.0
2021-09-01,Maximum Sharpe,5.0,1.8110222315248727e-05
2021-09-01,Maximum Sharpe,10.0,3.6220444630497455e-05
2021-09-01,Maximum Sharpe,25.0,9.055111157624364e-05
2021-09-01,Equal Weight,0.0,0.0
2021-09-01,Equal Weight,5.0,0.0
2021-09-01,Equal Weight,10.0,0.0
2021-09-01,Equal Weight,25.0,0.0
2021-09-01,Minimum Variance,0.0,0.0
2021-09-01,Minimum Variance,5.0,4.441250462234551e-06
2021-09-01,Minimum Variance,10.0,8.882500924469103e-06
2021-09-01,Minimum Variance,25.0,2.2206252311172756e-05
2021-09-01,SPY,0.0,0.0
2021-09-01,SPY,5.0,0.0
2021-09-01,SPY,10.0,0.0
2021-09-01,SPY,25.0,0.0
2021-09-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-09-01,Shrunk Max Sharpe λ=0.25,5.0,3.5981238439944675e-05
2021-09-01,Shrunk Max Sharpe λ=0.25,10.0,7.196247687988935e-05
2021-09-01,Shrunk Max Sharpe λ=0.25,25.0,0.0001799061921997234
2021-09-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-09-01,Shrunk Max Sharpe λ=0.50,5.0,2.0848246711417437e-05
2021-09-01,Shrunk Max Sharpe λ=0.50,10.0,4.1696493422834874e-05
2021-09-01,Shrunk Max Sharpe λ=0.50,25.0,0.00010424123355708718
2021-09-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-09-01,Shrunk Max Sharpe λ=0.75,5.0,6.091978439597131e-06
2021-09-01,Shrunk Max Sharpe λ=0.75,10.0,1.2183956879194262e-05
2021-09-01,Shrunk Max Sharpe λ=0.75,25.0,3.0459892197985655e-05
2021-09-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-09-01,Turnover-Aware Max Sharpe γ=0.05,5.0,5.89853441624933e-06
2021-09-01,Turnover-Aware Max Sharpe γ=0.05,10.0,1.179706883249866e-05
2021-09-01,Turnover-Aware Max Sharpe γ=0.05,25.0,2.9492672081246648e-05
2021-09-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-09-01,Turnover-Aware Max Sharpe γ=0.10,5.0,1.81436312320386e-06
2021-09-01,Turnover-Aware Max Sharpe γ=0.10,10.0,3.62872624640772e-06
2021-09-01,Turnover-Aware Max Sharpe γ=0.10,25.0,9.0718156160193e-06
2021-09-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-09-01,Turnover-Aware Max Sharpe γ=0.25,5.0,5.956963350777073e-06
2021-09-01,Turnover-Aware Max Sharpe γ=0.25,10.0,1.1913926701554146e-05
2021-09-01,Turnover-Aware Max Sharpe γ=0.25,25.0,2.9784816753885368e-05
2021-09-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-09-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,1.3345243644330068e-06
2021-09-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,2.6690487288660136e-06
2021-09-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,6.672621822165033e-06
2021-10-01,Maximum Sharpe,0.0,0.0
2021-10-01,Maximum Sharpe,5.0,5.705859161434232e-06
2021-10-01,Maximum Sharpe,10.0,1.1411718322868463e-05
2021-10-01,Maximum Sharpe,25.0,2.8529295807171158e-05
2021-10-01,Equal Weight,0.0,0.0
2021-10-01,Equal Weight,5.0,0.0
2021-10-01,Equal Weight,10.0,0.0
2021-10-01,Equal Weight,25.0,0.0
2021-10-01,Minimum Variance,0.0,0.0
2021-10-01,Minimum Variance,5.0,5.135495795177083e-06
2021-10-01,Minimum Variance,10.0,1.0270991590354165e-05
2021-10-01,Minimum Variance,25.0,2.5677478975885414e-05
2021-10-01,SPY,0.0,0.0
2021-10-01,SPY,5.0,0.0
2021-10-01,SPY,10.0,0.0
2021-10-01,SPY,25.0,0.0
2021-10-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-10-01,Shrunk Max Sharpe λ=0.25,5.0,2.261995702609791e-05
2021-10-01,Shrunk Max Sharpe λ=0.25,10.0,4.523991405219582e-05
2021-10-01,Shrunk Max Sharpe λ=0.25,25.0,0.00011309978513048956
2021-10-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-10-01,Shrunk Max Sharpe λ=0.50,5.0,1.3738452416616515e-05
2021-10-01,Shrunk Max Sharpe λ=0.50,10.0,2.747690483323303e-05
2021-10-01,Shrunk Max Sharpe λ=0.50,25.0,6.869226208308258e-05
2021-10-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-10-01,Shrunk Max Sharpe λ=0.75,5.0,2.7184894227243744e-06
2021-10-01,Shrunk Max Sharpe λ=0.75,10.0,5.436978845448749e-06
2021-10-01,Shrunk Max Sharpe λ=0.75,25.0,1.3592447113621871e-05
2021-10-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-10-01,Turnover-Aware Max Sharpe γ=0.05,5.0,5.437168162157986e-19
2021-10-01,Turnover-Aware Max Sharpe γ=0.05,10.0,1.0874336324315973e-18
2021-10-01,Turnover-Aware Max Sharpe γ=0.05,25.0,2.7185840810789933e-18
2021-10-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-10-01,Turnover-Aware Max Sharpe γ=0.10,5.0,6.26717223176785e-07
2021-10-01,Turnover-Aware Max Sharpe γ=0.10,10.0,1.25343444635357e-06
2021-10-01,Turnover-Aware Max Sharpe γ=0.10,25.0,3.1335861158839247e-06
2021-10-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-10-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.3769020537745235e-07
2021-10-01,Turnover-Aware Max Sharpe γ=0.25,10.0,2.753804107549047e-07
2021-10-01,Turnover-Aware Max Sharpe γ=0.25,25.0,6.884510268872617e-07
2021-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,2.6348394186138895e-19
2021-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,5.269678837227779e-19
2021-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,1.3174197093069445e-18
2021-11-01,Maximum Sharpe,0.0,0.0
2021-11-01,Maximum Sharpe,5.0,3.4952219870595783e-05
2021-11-01,Maximum Sharpe,10.0,6.990443974119157e-05
2021-11-01,Maximum Sharpe,25.0,0.00017476109935297892
2021-11-01,Equal Weight,0.0,0.0
2021-11-01,Equal Weight,5.0,0.0
2021-11-01,Equal Weight,10.0,0.0
2021-11-01,Equal Weight,25.0,0.0
2021-11-01,Minimum Variance,0.0,0.0
2021-11-01,Minimum Variance,5.0,3.0992986824628135e-06
2021-11-01,Minimum Variance,10.0,6.198597364925627e-06
2021-11-01,Minimum Variance,25.0,1.5496493412314067e-05
2021-11-01,SPY,0.0,0.0
2021-11-01,SPY,5.0,0.0
2021-11-01,SPY,10.0,0.0
2021-11-01,SPY,25.0,0.0
2021-11-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-11-01,Shrunk Max Sharpe λ=0.25,5.0,4.2356905795167034e-05
2021-11-01,Shrunk Max Sharpe λ=0.25,10.0,8.471381159033407e-05
2021-11-01,Shrunk Max Sharpe λ=0.25,25.0,0.00021178452897583518
2021-11-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-11-01,Shrunk Max Sharpe λ=0.50,5.0,4.10470518121674e-05
2021-11-01,Shrunk Max Sharpe λ=0.50,10.0,8.20941036243348e-05
2021-11-01,Shrunk Max Sharpe λ=0.50,25.0,0.000205235259060837
2021-11-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-11-01,Shrunk Max Sharpe λ=0.75,5.0,1.660015227648922e-05
2021-11-01,Shrunk Max Sharpe λ=0.75,10.0,3.320030455297844e-05
2021-11-01,Shrunk Max Sharpe λ=0.75,25.0,8.30007613824461e-05
2021-11-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-11-01,Turnover-Aware Max Sharpe γ=0.05,5.0,2.9301401617678837e-05
2021-11-01,Turnover-Aware Max Sharpe γ=0.05,10.0,5.8602803235357675e-05
2021-11-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.0001465070080883942
2021-11-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-11-01,Turnover-Aware Max Sharpe γ=0.10,5.0,2.4187517662017555e-05
2021-11-01,Turnover-Aware Max Sharpe γ=0.10,10.0,4.837503532403511e-05
2021-11-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.00012093758831008778
2021-11-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-11-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.0750531372886987e-06
2021-11-01,Turnover-Aware Max Sharpe γ=0.25,10.0,2.1501062745773974e-06
2021-11-01,Turnover-Aware Max Sharpe γ=0.25,25.0,5.375265686443494e-06
2021-11-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-11-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,6.612181733325024e-06
2021-11-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,1.3224363466650048e-05
2021-11-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,3.3060908666625123e-05
2021-12-01,Maximum Sharpe,0.0,0.0
2021-12-01,Maximum Sharpe,5.0,1.8996295644654955e-06
2021-12-01,Maximum Sharpe,10.0,3.799259128930991e-06
2021-12-01,Maximum Sharpe,25.0,9.498147822327478e-06
2021-12-01,Equal Weight,0.0,0.0
2021-12-01,Equal Weight,5.0,0.0
2021-12-01,Equal Weight,10.0,0.0
2021-12-01,Equal Weight,25.0,0.0
2021-12-01,Minimum Variance,0.0,0.0
2021-12-01,Minimum Variance,5.0,3.152379128676083e-06
2021-12-01,Minimum Variance,10.0,6.304758257352166e-06
2021-12-01,Minimum Variance,25.0,1.5761895643380415e-05
2021-12-01,SPY,0.0,0.0
2021-12-01,SPY,5.0,0.0
2021-12-01,SPY,10.0,0.0
2021-12-01,SPY,25.0,0.0
2021-12-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2021-12-01,Shrunk Max Sharpe λ=0.25,5.0,3.897211973574462e-05
2021-12-01,Shrunk Max Sharpe λ=0.25,10.0,7.794423947148924e-05
2021-12-01,Shrunk Max Sharpe λ=0.25,25.0,0.0001948605986787231
2021-12-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2021-12-01,Shrunk Max Sharpe λ=0.50,5.0,3.4653933597915517e-05
2021-12-01,Shrunk Max Sharpe λ=0.50,10.0,6.930786719583103e-05
2021-12-01,Shrunk Max Sharpe λ=0.50,25.0,0.00017326966798957756
2021-12-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2021-12-01,Shrunk Max Sharpe λ=0.75,5.0,8.868469061689269e-06
2021-12-01,Shrunk Max Sharpe λ=0.75,10.0,1.7736938123378538e-05
2021-12-01,Shrunk Max Sharpe λ=0.75,25.0,4.4342345308446343e-05
2021-12-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2021-12-01,Turnover-Aware Max Sharpe γ=0.05,5.0,2.048249618933551e-06
2021-12-01,Turnover-Aware Max Sharpe γ=0.05,10.0,4.096499237867102e-06
2021-12-01,Turnover-Aware Max Sharpe γ=0.05,25.0,1.0241248094667756e-05
2021-12-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2021-12-01,Turnover-Aware Max Sharpe γ=0.10,5.0,2.2012688918095627e-06
2021-12-01,Turnover-Aware Max Sharpe γ=0.10,10.0,4.402537783619125e-06
2021-12-01,Turnover-Aware Max Sharpe γ=0.10,25.0,1.1006344459047814e-05
2021-12-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2021-12-01,Turnover-Aware Max Sharpe γ=0.25,5.0,2.388379310017353e-06
2021-12-01,Turnover-Aware Max Sharpe γ=0.25,10.0,4.776758620034706e-06
2021-12-01,Turnover-Aware Max Sharpe γ=0.25,25.0,1.1941896550086766e-05
2021-12-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2021-12-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,4.278502990823166e-06
2021-12-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,8.557005981646332e-06
2021-12-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,2.139251495411583e-05
2022-02-01,Maximum Sharpe,0.0,0.0
2022-02-01,Maximum Sharpe,5.0,5.0884579281718774e-05
2022-02-01,Maximum Sharpe,10.0,0.00010176915856343755
2022-02-01,Maximum Sharpe,25.0,0.00025442289640859386
2022-02-01,Equal Weight,0.0,0.0
2022-02-01,Equal Weight,5.0,0.0
2022-02-01,Equal Weight,10.0,0.0
2022-02-01,Equal Weight,25.0,0.0
2022-02-01,Minimum Variance,0.0,0.0
2022-02-01,Minimum Variance,5.0,3.327763986112363e-06
2022-02-01,Minimum Variance,10.0,6.655527972224726e-06
2022-02-01,Minimum Variance,25.0,1.6638819930561813e-05
2022-02-01,SPY,0.0,0.0
2022-02-01,SPY,5.0,0.0
2022-02-01,SPY,10.0,0.0
2022-02-01,SPY,25.0,0.0
2022-02-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2022-02-01,Shrunk Max Sharpe λ=0.25,5.0,2.624554516395783e-05
2022-02-01,Shrunk Max Sharpe λ=0.25,10.0,5.249109032791566e-05
2022-02-01,Shrunk Max Sharpe λ=0.25,25.0,0.00013122772581978915
2022-02-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2022-02-01,Shrunk Max Sharpe λ=0.50,5.0,4.998191856736349e-05
2022-02-01,Shrunk Max Sharpe λ=0.50,10.0,9.996383713472698e-05
2022-02-01,Shrunk Max Sharpe λ=0.50,25.0,0.00024990959283681743
2022-02-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2022-02-01,Shrunk Max Sharpe λ=0.75,5.0,1.5727033777657548e-05
2022-02-01,Shrunk Max Sharpe λ=0.75,10.0,3.1454067555315096e-05
2022-02-01,Shrunk Max Sharpe λ=0.75,25.0,7.863516888828774e-05
2022-02-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2022-02-01,Turnover-Aware Max Sharpe γ=0.05,5.0,2.545726333762613e-05
2022-02-01,Turnover-Aware Max Sharpe γ=0.05,10.0,5.091452667525226e-05
2022-02-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.00012728631668813064
2022-02-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2022-02-01,Turnover-Aware Max Sharpe γ=0.10,5.0,2.3237068207884146e-05
2022-02-01,Turnover-Aware Max Sharpe γ=0.10,10.0,4.647413641576829e-05
2022-02-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.00011618534103942074
2022-02-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2022-02-01,Turnover-Aware Max Sharpe γ=0.25,5.0,2.0176192548737362e-05
2022-02-01,Turnover-Aware Max Sharpe γ=0.25,10.0,4.0352385097474724e-05
2022-02-01,Turnover-Aware Max Sharpe γ=0.25,25.0,0.0001008809627436868
2022-02-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2022-02-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,1.6488268220321274e-05
2022-02-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,3.297653644064255e-05
2022-02-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,8.244134110160638e-05
2022-03-01,Maximum Sharpe,0.0,0.0
2022-03-01,Maximum Sharpe,5.0,7.89557818592742e-05
2022-03-01,Maximum Sharpe,10.0,0.0001579115637185484
2022-03-01,Maximum Sharpe,25.0,0.000394778909296371
2022-03-01,Equal Weight,0.0,0.0
2022-03-01,Equal Weight,5.0,0.0
2022-03-01,Equal Weight,10.0,0.0
2022-03-01,Equal Weight,25.0,0.0
2022-03-01,Minimum Variance,0.0,0.0
2022-03-01,Minimum Variance,5.0,9.153838975327945e-06
2022-03-01,Minimum Variance,10.0,1.830767795065589e-05
2022-03-01,Minimum Variance,25.0,4.576919487663972e-05
2022-03-01,SPY,0.0,0.0
2022-03-01,SPY,5.0,0.0
2022-03-01,SPY,10.0,0.0
2022-03-01,SPY,25.0,0.0
2022-03-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2022-03-01,Shrunk Max Sharpe λ=0.25,5.0,4.1634328341315286e-05
2022-03-01,Shrunk Max Sharpe λ=0.25,10.0,8.326865668263057e-05
2022-03-01,Shrunk Max Sharpe λ=0.25,25.0,0.00020817164170657644
2022-03-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2022-03-01,Shrunk Max Sharpe λ=0.50,5.0,2.6843883035183207e-05
2022-03-01,Shrunk Max Sharpe λ=0.50,10.0,5.368776607036641e-05
2022-03-01,Shrunk Max Sharpe λ=0.50,25.0,0.00013421941517591604
2022-03-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2022-03-01,Shrunk Max Sharpe λ=0.75,5.0,1.547559951843473e-05
2022-03-01,Shrunk Max Sharpe λ=0.75,10.0,3.095119903686946e-05
2022-03-01,Shrunk Max Sharpe λ=0.75,25.0,7.737799759217365e-05
2022-03-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2022-03-01,Turnover-Aware Max Sharpe γ=0.05,5.0,5.316812555069395e-05
2022-03-01,Turnover-Aware Max Sharpe γ=0.05,10.0,0.0001063362511013879
2022-03-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.00026584062775346975
2022-03-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2022-03-01,Turnover-Aware Max Sharpe γ=0.10,5.0,3.947443816814822e-05
2022-03-01,Turnover-Aware Max Sharpe γ=0.10,10.0,7.894887633629643e-05
2022-03-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.0001973721908407411
2022-03-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2022-03-01,Turnover-Aware Max Sharpe γ=0.25,5.0,4.892383317971931e-06
2022-03-01,Turnover-Aware Max Sharpe γ=0.25,10.0,9.784766635943862e-06
2022-03-01,Turnover-Aware Max Sharpe γ=0.25,25.0,2.4461916589859657e-05
2022-03-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2022-03-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,2.1675375494868673e-05
2022-03-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,4.3350750989737346e-05
2022-03-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,0.00010837687747434337
2022-04-01,Maximum Sharpe,0.0,0.0
2022-04-01,Maximum Sharpe,5.0,4.710677788756282e-05
2022-04-01,Maximum Sharpe,10.0,9.421355577512564e-05
2022-04-01,Maximum Sharpe,25.0,0.0002355338894378141
2022-04-01,Equal Weight,0.0,0.0
2022-04-01,Equal Weight,5.0,0.0
2022-04-01,Equal Weight,10.0,0.0
2022-04-01,Equal Weight,25.0,0.0
2022-04-01,Minimum Variance,0.0,0.0
2022-04-01,Minimum Variance,5.0,7.54391146152229e-06
2022-04-01,Minimum Variance,10.0,1.508782292304458e-05
2022-04-01,Minimum Variance,25.0,3.7719557307611446e-05
2022-04-01,SPY,0.0,0.0
2022-04-01,SPY,5.0,0.0
2022-04-01,SPY,10.0,0.0
2022-04-01,SPY,25.0,0.0
2022-04-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2022-04-01,Shrunk Max Sharpe λ=0.25,5.0,6.244902104296022e-05
2022-04-01,Shrunk Max Sharpe λ=0.25,10.0,0.00012489804208592044
2022-04-01,Shrunk Max Sharpe λ=0.25,25.0,0.0003122451052148011
2022-04-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2022-04-01,Shrunk Max Sharpe λ=0.50,5.0,3.634172781025791e-05
2022-04-01,Shrunk Max Sharpe λ=0.50,10.0,7.268345562051583e-05
2022-04-01,Shrunk Max Sharpe λ=0.50,25.0,0.00018170863905128958
2022-04-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2022-04-01,Shrunk Max Sharpe λ=0.75,5.0,2.2657961082333146e-05
2022-04-01,Shrunk Max Sharpe λ=0.75,10.0,4.531592216466629e-05
2022-04-01,Shrunk Max Sharpe λ=0.75,25.0,0.00011328980541166572
2022-04-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2022-04-01,Turnover-Aware Max Sharpe γ=0.05,5.0,7.220369130134713e-05
2022-04-01,Turnover-Aware Max Sharpe γ=0.05,10.0,0.00014440738260269425
2022-04-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.00036101845650673563
2022-04-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2022-04-01,Turnover-Aware Max Sharpe γ=0.10,5.0,7.770143525234695e-05
2022-04-01,Turnover-Aware Max Sharpe γ=0.10,10.0,0.0001554028705046939
2022-04-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.00038850717626173477
2022-04-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2022-04-01,Turnover-Aware Max Sharpe γ=0.25,5.0,8.136039692785141e-05
2022-04-01,Turnover-Aware Max Sharpe γ=0.25,10.0,0.00016272079385570281
2022-04-01,Turnover-Aware Max Sharpe γ=0.25,25.0,0.00040680198463925705
2022-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2022-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,2.5552421565875882e-05
2022-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,5.1104843131751763e-05
2022-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,0.0001277621078293794
2022-06-01,Maximum Sharpe,0.0,0.0
2022-06-01,Maximum Sharpe,5.0,8.53523307023487e-05
2022-06-01,Maximum Sharpe,10.0,0.0001707046614046974
2022-06-01,Maximum Sharpe,25.0,0.0004267616535117435
2022-06-01,Equal Weight,0.0,0.0
2022-06-01,Equal Weight,5.0,0.0
2022-06-01,Equal Weight,10.0,0.0
2022-06-01,Equal Weight,25.0,0.0
2022-06-01,Minimum Variance,0.0,0.0
2022-06-01,Minimum Variance,5.0,2.079269350482835e-05
2022-06-01,Minimum Variance,10.0,4.15853870096567e-05
2022-06-01,Minimum Variance,25.0,0.00010396346752414175
2022-06-01,SPY,0.0,0.0
2022-06-01,SPY,5.0,0.0
2022-06-01,SPY,10.0,0.0
2022-06-01,SPY,25.0,0.0
2022-06-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2022-06-01,Shrunk Max Sharpe λ=0.25,5.0,3.692526242451006e-05
2022-06-01,Shrunk Max Sharpe λ=0.25,10.0,7.385052484902013e-05
2022-06-01,Shrunk Max Sharpe λ=0.25,25.0,0.0001846263121225503
2022-06-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2022-06-01,Shrunk Max Sharpe λ=0.50,5.0,3.987618342954288e-05
2022-06-01,Shrunk Max Sharpe λ=0.50,10.0,7.975236685908576e-05
2022-06-01,Shrunk Max Sharpe λ=0.50,25.0,0.0001993809171477144
2022-06-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2022-06-01,Shrunk Max Sharpe λ=0.75,5.0,2.9540624599196882e-05
2022-06-01,Shrunk Max Sharpe λ=0.75,10.0,5.9081249198393765e-05
2022-06-01,Shrunk Max Sharpe λ=0.75,25.0,0.00014770312299598442
2022-06-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2022-06-01,Turnover-Aware Max Sharpe γ=0.05,5.0,5.501966086423882e-05
2022-06-01,Turnover-Aware Max Sharpe γ=0.05,10.0,0.00011003932172847763
2022-06-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.0002750983043211941
2022-06-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2022-06-01,Turnover-Aware Max Sharpe γ=0.10,5.0,5.142325588320557e-05
2022-06-01,Turnover-Aware Max Sharpe γ=0.10,10.0,0.00010284651176641113
2022-06-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.00025711627941602785
2022-06-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2022-06-01,Turnover-Aware Max Sharpe γ=0.25,5.0,4.18829339491334e-05
2022-06-01,Turnover-Aware Max Sharpe γ=0.25,10.0,8.37658678982668e-05
2022-06-01,Turnover-Aware Max Sharpe γ=0.25,25.0,0.00020941466974566702
2022-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2022-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,3.800107902927e-05
2022-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,7.600215805854e-05
2022-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,0.00019000539514635003
2022-07-01,Maximum Sharpe,0.0,0.0
2022-07-01,Maximum Sharpe,5.0,3.495891083501673e-05
2022-07-01,Maximum Sharpe,10.0,6.991782167003346e-05
2022-07-01,Maximum Sharpe,25.0,0.00017479455417508365
2022-07-01,Equal Weight,0.0,0.0
2022-07-01,Equal Weight,5.0,0.0
2022-07-01,Equal Weight,10.0,0.0
2022-07-01,Equal Weight,25.0,0.0
2022-07-01,Minimum Variance,0.0,0.0
2022-07-01,Minimum Variance,5.0,1.4040574146904247e-05
2022-07-01,Minimum Variance,10.0,2.8081148293808495e-05
2022-07-01,Minimum Variance,25.0,7.020287073452125e-05
2022-07-01,SPY,0.0,0.0
2022-07-01,SPY,5.0,0.0
2022-07-01,SPY,10.0,0.0
2022-07-01,SPY,25.0,0.0
2022-07-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2022-07-01,Shrunk Max Sharpe λ=0.25,5.0,2.871165728631694e-05
2022-07-01,Shrunk Max Sharpe λ=0.25,10.0,5.742331457263388e-05
2022-07-01,Shrunk Max Sharpe λ=0.25,25.0,0.0001435582864315847
2022-07-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2022-07-01,Shrunk Max Sharpe λ=0.50,5.0,0.00010008970260939941
2022-07-01,Shrunk Max Sharpe λ=0.50,10.0,0.00020017940521879882
2022-07-01,Shrunk Max Sharpe λ=0.50,25.0,0.000500448513046997
2022-07-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2022-07-01,Shrunk Max Sharpe λ=0.75,5.0,4.2869578098110403e-05
2022-07-01,Shrunk Max Sharpe λ=0.75,10.0,8.573915619622081e-05
2022-07-01,Shrunk Max Sharpe λ=0.75,25.0,0.000214347890490552
2022-07-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2022-07-01,Turnover-Aware Max Sharpe γ=0.05,5.0,2.690564630212389e-05
2022-07-01,Turnover-Aware Max Sharpe γ=0.05,10.0,5.381129260424778e-05
2022-07-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.00013452823151061946
2022-07-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2022-07-01,Turnover-Aware Max Sharpe γ=0.10,5.0,1.5683071781377343e-05
2022-07-01,Turnover-Aware Max Sharpe γ=0.10,10.0,3.1366143562754686e-05
2022-07-01,Turnover-Aware Max Sharpe γ=0.10,25.0,7.84153589068867e-05
