date,strategy,cost_bps,transaction_cost
2019-04-01,Maximum Sharpe,25.0,0.0006162236744625156
2019-04-01,Equal Weight,0.0,0.0
2019-04-01,Equal Weight,5.0,0.0
2019-04-01,Equal Weight,10.0,0.0
2019-04-01,Equal Weight,25.0,0.0
2019-04-01,Minimum Variance,0.0,0.0
2019-04-01,Minimum Variance,5.0,1.3198124897928642e-05
2019-04-01,Minimum Variance,10.0,2.6396249795857284e-05
2019-04-01,Minimum Variance,25.0,6.599062448964321e-05
2019-04-01,SPY,0.0,0.0
2019-04-01,SPY,5.0,0.0
2019-04-01,SPY,10.0,0.0
2019-04-01,SPY,25.0,0.0
2019-04-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2019-04-01,Shrunk Max Sharpe λ=0.25,5.0,7.065844537306728e-05
2019-04-01,Shrunk Max Sharpe λ=0.25,10.0,0.00014131689074613457
2019-04-01,Shrunk Max Sharpe λ=0.25,25.0,0.0003532922268653364
2019-04-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2019-04-01,Shrunk Max Sharpe λ=0.50,5.0,2.2320567772045094e-05
2019-04-01,Shrunk Max Sharpe λ=0.50,10.0,4.464113554409019e-05
2019-04-01,Shrunk Max Sharpe λ=0.50,25.0,0.00011160283886022547
2019-04-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2019-04-01,Shrunk Max Sharpe λ=0.75,5.0,4.184357404361225e-06
2019-04-01,Shrunk Max Sharpe λ=0.75,10.0,8.36871480872245e-06
2019-04-01,Shrunk Max Sharpe λ=0.75,25.0,2.0921787021806123e-05
2019-04-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2019-04-01,Turnover-Aware Max Sharpe γ=0.05,5.0,6.988637073727068e-05
2019-04-01,Turnover-Aware Max Sharpe γ=0.05,10.0,0.00013977274147454136
2019-04-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.0003494318536863534
2019-04-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2019-04-01,Turnover-Aware Max Sharpe γ=0.10,5.0,6.875557848120448e-05
2019-04-01,Turnover-Aware Max Sharpe γ=0.10,10.0,0.00013751115696240896
2019-04-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.00034377789240602237
2019-04-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2019-04-01,Turnover-Aware Max Sharpe γ=0.25,5.0,5.712657150532034e-06
2019-04-01,Turnover-Aware Max Sharpe γ=0.25,10.0,1.1425314301064069e-05
2019-04-01,Turnover-Aware Max Sharpe γ=0.25,25.0,2.8563285752660172e-05
2019-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2019-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,2.963685849121405e-06
2019-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,5.92737169824281e-06
2019-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,1.4818429245607025e-05
2019-05-01,Maximum Sharpe,0.0,0.0
2019-05-01,Maximum Sharpe,5.0,1.7581287715662388e-05
2019-05-01,Maximum Sharpe,10.0,3.5162575431324775e-05
2019-05-01,Maximum Sharpe,25.0,8.790643857831194e-05
2019-05-01,Equal Weight,0.0,0.0
2019-05-01,Equal Weight,5.0,0.0
2019-05-01,Equal Weight,10.0,0.0
2019-05-01,Equal Weight,25.0,0.0
2019-05-01,Minimum Variance,0.0,0.0
2019-05-01,Minimum Variance,5.0,2.204257607395948e-06
2019-05-01,Minimum Variance,10.0,4.408515214791896e-06
2019-05-01,Minimum Variance,25.0,1.102128803697974e-05
2019-05-01,SPY,0.0,0.0
2019-05-01,SPY,5.0,0.0
2019-05-01,SPY,10.0,0.0
2019-05-01,SPY,25.0,0.0
2019-05-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2019-05-01,Shrunk Max Sharpe λ=0.25,5.0,6.403605672364773e-05
2019-05-01,Shrunk Max Sharpe λ=0.25,10.0,0.00012807211344729547
2019-05-01,Shrunk Max Sharpe λ=0.25,25.0,0.0003201802836182387
2019-05-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2019-05-01,Shrunk Max Sharpe λ=0.50,5.0,2.8523361292147378e-05
2019-05-01,Shrunk Max Sharpe λ=0.50,10.0,5.7046722584294756e-05
2019-05-01,Shrunk Max Sharpe λ=0.50,25.0,0.00014261680646073687
2019-05-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2019-05-01,Shrunk Max Sharpe λ=0.75,5.0,1.408971147339384e-05
2019-05-01,Shrunk Max Sharpe λ=0.75,10.0,2.817942294678768e-05
2019-05-01,Shrunk Max Sharpe λ=0.75,25.0,7.04485573669692e-05
2019-05-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2019-05-01,Turnover-Aware Max Sharpe γ=0.05,5.0,4.2071034369651836e-05
2019-05-01,Turnover-Aware Max Sharpe γ=0.05,10.0,8.414206873930367e-05
2019-05-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.0002103551718482592
2019-05-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2019-05-01,Turnover-Aware Max Sharpe γ=0.10,5.0,3.56369529723134e-05
2019-05-01,Turnover-Aware Max Sharpe γ=0.10,10.0,7.12739059446268e-05
2019-05-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.00017818476486156703
2019-05-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2019-05-01,Turnover-Aware Max Sharpe γ=0.25,5.0,5.280651753187814e-05
2019-05-01,Turnover-Aware Max Sharpe γ=0.25,10.0,0.00010561303506375628
2019-05-01,Turnover-Aware Max Sharpe γ=0.25,25.0,0.0002640325876593907
2019-05-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2019-05-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,2.9978495739172304e-05
2019-05-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,5.995699147834461e-05
2019-05-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,0.00014989247869586154
2019-07-01,Maximum Sharpe,0.0,0.0
2019-07-01,Maximum Sharpe,5.0,9.985614799235376e-05
2019-07-01,Maximum Sharpe,10.0,0.00019971229598470753
2019-07-01,Maximum Sharpe,25.0,0.0004992807399617688
2019-07-01,Equal Weight,0.0,0.0
2019-07-01,Equal Weight,5.0,0.0
2019-07-01,Equal Weight,10.0,0.0
2019-07-01,Equal Weight,25.0,0.0
2019-07-01,Minimum Variance,0.0,0.0
2019-07-01,Minimum Variance,5.0,3.8083083229331977e-06
2019-07-01,Minimum Variance,10.0,7.6166166458663955e-06
2019-07-01,Minimum Variance,25.0,1.9041541614665988e-05
2019-07-01,SPY,0.0,0.0
2019-07-01,SPY,5.0,0.0
2019-07-01,SPY,10.0,0.0
2019-07-01,SPY,25.0,0.0
2019-07-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2019-07-01,Shrunk Max Sharpe λ=0.25,5.0,4.571923163812553e-05
2019-07-01,Shrunk Max Sharpe λ=0.25,10.0,9.143846327625106e-05
2019-07-01,Shrunk Max Sharpe λ=0.25,25.0,0.00022859615819062766
2019-07-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2019-07-01,Shrunk Max Sharpe λ=0.50,5.0,2.973404512279758e-05
2019-07-01,Shrunk Max Sharpe λ=0.50,10.0,5.946809024559516e-05
2019-07-01,Shrunk Max Sharpe λ=0.50,25.0,0.00014867022561398788
2019-07-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2019-07-01,Shrunk Max Sharpe λ=0.75,5.0,1.4221677479017227e-05
2019-07-01,Shrunk Max Sharpe λ=0.75,10.0,2.8443354958034454e-05
2019-07-01,Shrunk Max Sharpe λ=0.75,25.0,7.110838739508614e-05
2019-07-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2019-07-01,Turnover-Aware Max Sharpe γ=0.05,5.0,8.45808220939759e-06
2019-07-01,Turnover-Aware Max Sharpe γ=0.05,10.0,1.691616441879518e-05
2019-07-01,Turnover-Aware Max Sharpe γ=0.05,25.0,4.229041104698795e-05
2019-07-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2019-07-01,Turnover-Aware Max Sharpe γ=0.10,5.0,5.790578076993351e-19
2019-07-01,Turnover-Aware Max Sharpe γ=0.10,10.0,1.1581156153986702e-18
2019-07-01,Turnover-Aware Max Sharpe γ=0.10,25.0,2.8952890384966755e-18
2019-07-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2019-07-01,Turnover-Aware Max Sharpe γ=0.25,5.0,2.9866759473304706e-05
2019-07-01,Turnover-Aware Max Sharpe γ=0.25,10.0,5.973351894660941e-05
2019-07-01,Turnover-Aware Max Sharpe γ=0.25,25.0,0.00014933379736652353
2019-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2019-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,8.205511506983164e-06
2019-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,1.641102301396633e-05
2019-07-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,4.102755753491582e-05
2019-08-01,Maximum Sharpe,0.0,0.0
2019-08-01,Maximum Sharpe,5.0,2.4838226307971107e-05
2019-08-01,Maximum Sharpe,10.0,4.967645261594221e-05
2019-08-01,Maximum Sharpe,25.0,0.00012419113153985554
2019-08-01,Equal Weight,0.0,0.0
2019-08-01,Equal Weight,5.0,0.0
2019-08-01,Equal Weight,10.0,0.0
2019-08-01,Equal Weight,25.0,0.0
2019-08-01,Minimum Variance,0.0,0.0
2019-08-01,Minimum Variance,5.0,5.6701106790296195e-06
2019-08-01,Minimum Variance,10.0,1.1340221358059239e-05
2019-08-01,Minimum Variance,25.0,2.83505533951481e-05
2019-08-01,SPY,0.0,0.0
2019-08-01,SPY,5.0,0.0
2019-08-01,SPY,10.0,0.0
2019-08-01,SPY,25.0,0.0
2019-08-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2019-08-01,Shrunk Max Sharpe λ=0.25,5.0,1.7482818277001865e-05
2019-08-01,Shrunk Max Sharpe λ=0.25,10.0,3.496563655400373e-05
2019-08-01,Shrunk Max Sharpe λ=0.25,25.0,8.741409138500931e-05
2019-08-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2019-08-01,Shrunk Max Sharpe λ=0.50,5.0,8.89852420247056e-06
2019-08-01,Shrunk Max Sharpe λ=0.50,10.0,1.779704840494112e-05
2019-08-01,Shrunk Max Sharpe λ=0.50,25.0,4.4492621012352795e-05
2019-08-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2019-08-01,Shrunk Max Sharpe λ=0.75,5.0,1.5213595301293459e-05
2019-08-01,Shrunk Max Sharpe λ=0.75,10.0,3.0427190602586918e-05
2019-08-01,Shrunk Max Sharpe λ=0.75,25.0,7.60679765064673e-05
2019-08-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2019-08-01,Turnover-Aware Max Sharpe γ=0.05,5.0,4.909444823974467e-05
2019-08-01,Turnover-Aware Max Sharpe γ=0.05,10.0,9.818889647948935e-05
2019-08-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.00024547224119872337
2019-08-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2019-08-01,Turnover-Aware Max Sharpe γ=0.10,5.0,3.429152722738851e-06
2019-08-01,Turnover-Aware Max Sharpe γ=0.10,10.0,6.858305445477702e-06
2019-08-01,Turnover-Aware Max Sharpe γ=0.10,25.0,1.7145763613694256e-05
2019-08-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2019-08-01,Turnover-Aware Max Sharpe γ=0.25,5.0,3.2995638946808064e-06
2019-08-01,Turnover-Aware Max Sharpe γ=0.25,10.0,6.599127789361613e-06
2019-08-01,Turnover-Aware Max Sharpe γ=0.25,25.0,1.6497819473404033e-05
2019-08-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2019-08-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,1.0968648176620044e-05
2019-08-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,2.1937296353240088e-05
2019-08-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,5.484324088310022e-05
2019-10-01,Maximum Sharpe,0.0,0.0
2019-10-01,Maximum Sharpe,5.0,0.00013991856911496007
2019-10-01,Maximum Sharpe,10.0,0.00027983713822992014
2019-10-01,Maximum Sharpe,25.0,0.0006995928455748004
2019-10-01,Equal Weight,0.0,0.0
2019-10-01,Equal Weight,5.0,0.0
2019-10-01,Equal Weight,10.0,0.0
2019-10-01,Equal Weight,25.0,0.0
2019-10-01,Minimum Variance,0.0,0.0
2019-10-01,Minimum Variance,5.0,2.8867261470053132e-05
2019-10-01,Minimum Variance,10.0,5.7734522940106264e-05
2019-10-01,Minimum Variance,25.0,0.00014433630735026566
2019-10-01,SPY,0.0,0.0
2019-10-01,SPY,5.0,0.0
2019-10-01,SPY,10.0,0.0
2019-10-01,SPY,25.0,0.0
2019-10-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2019-10-01,Shrunk Max Sharpe λ=0.25,5.0,0.00010592716548003929
2019-10-01,Shrunk Max Sharpe λ=0.25,10.0,0.00021185433096007858
2019-10-01,Shrunk Max Sharpe λ=0.25,25.0,0.0005296358274001965
2019-10-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2019-10-01,Shrunk Max Sharpe λ=0.50,5.0,1.8870372612718502e-05
2019-10-01,Shrunk Max Sharpe λ=0.50,10.0,3.7740745225437005e-05
2019-10-01,Shrunk Max Sharpe λ=0.50,25.0,9.435186306359251e-05
2019-10-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2019-10-01,Shrunk Max Sharpe λ=0.75,5.0,8.629320670885714e-06
2019-10-01,Shrunk Max Sharpe λ=0.75,10.0,1.7258641341771428e-05
2019-10-01,Shrunk Max Sharpe λ=0.75,25.0,4.314660335442857e-05
2019-10-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2019-10-01,Turnover-Aware Max Sharpe γ=0.05,5.0,9.512804519726427e-05
2019-10-01,Turnover-Aware Max Sharpe γ=0.05,10.0,0.00019025609039452853
2019-10-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.00047564022598632134
2019-10-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2019-10-01,Turnover-Aware Max Sharpe γ=0.10,5.0,5.5359257458447326e-05
2019-10-01,Turnover-Aware Max Sharpe γ=0.10,10.0,0.00011071851491689465
2019-10-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.0002767962872922366
2019-10-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2019-10-01,Turnover-Aware Max Sharpe γ=0.25,5.0,2.515035692324808e-05
2019-10-01,Turnover-Aware Max Sharpe γ=0.25,10.0,5.030071384649616e-05
2019-10-01,Turnover-Aware Max Sharpe γ=0.25,25.0,0.0001257517846162404
2019-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2019-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,2.2508761385901733e-05
2019-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,4.5017522771803466e-05
2019-10-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,0.00011254380692950867
2019-11-01,Maximum Sharpe,0.0,0.0
2019-11-01,Maximum Sharpe,5.0,3.376392886874754e-05
2019-11-01,Maximum Sharpe,10.0,6.752785773749508e-05
2019-11-01,Maximum Sharpe,25.0,0.0001688196443437377
2019-11-01,Equal Weight,0.0,0.0
2019-11-01,Equal Weight,5.0,0.0
2019-11-01,Equal Weight,10.0,0.0
2019-11-01,Equal Weight,25.0,0.0
2019-11-01,Minimum Variance,0.0,0.0
2019-11-01,Minimum Variance,5.0,9.487063448503859e-06
2019-11-01,Minimum Variance,10.0,1.8974126897007718e-05
2019-11-01,Minimum Variance,25.0,4.74353172425193e-05
2019-11-01,SPY,0.0,0.0
2019-11-01,SPY,5.0,0.0
2019-11-01,SPY,10.0,0.0
2019-11-01,SPY,25.0,0.0
2019-11-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2019-11-01,Shrunk Max Sharpe λ=0.25,5.0,1.8260491733056263e-05
2019-11-01,Shrunk Max Sharpe λ=0.25,10.0,3.6520983466112526e-05
2019-11-01,Shrunk Max Sharpe λ=0.25,25.0,9.130245866528131e-05
2019-11-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2019-11-01,Shrunk Max Sharpe λ=0.50,5.0,1.3880687879127986e-05
2019-11-01,Shrunk Max Sharpe λ=0.50,10.0,2.7761375758255973e-05
2019-11-01,Shrunk Max Sharpe λ=0.50,25.0,6.940343939563994e-05
2019-11-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2019-11-01,Shrunk Max Sharpe λ=0.75,5.0,2.866795157850308e-05
2019-11-01,Shrunk Max Sharpe λ=0.75,10.0,5.733590315700616e-05
2019-11-01,Shrunk Max Sharpe λ=0.75,25.0,0.0001433397578925154
2019-11-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2019-11-01,Turnover-Aware Max Sharpe γ=0.05,5.0,4.01011897791028e-05
2019-11-01,Turnover-Aware Max Sharpe γ=0.05,10.0,8.02023795582056e-05
2019-11-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.000200505948895514
2019-11-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2019-11-01,Turnover-Aware Max Sharpe γ=0.10,5.0,3.252998501032762e-05
2019-11-01,Turnover-Aware Max Sharpe γ=0.10,10.0,6.505997002065525e-05
2019-11-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.00016264992505163813
2019-11-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2019-11-01,Turnover-Aware Max Sharpe γ=0.25,5.0,3.6028957071950827e-05
2019-11-01,Turnover-Aware Max Sharpe γ=0.25,10.0,7.205791414390165e-05
2019-11-01,Turnover-Aware Max Sharpe γ=0.25,25.0,0.00018014478535975415
2019-11-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2019-11-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,6.447890326310811e-06
2019-11-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,1.2895780652621621e-05
2019-11-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,3.2239451631554055e-05
2020-04-01,Maximum Sharpe,0.0,0.0
2020-04-01,Maximum Sharpe,5.0,0.0002875251945068935
2020-04-01,Maximum Sharpe,10.0,0.000575050389013787
2020-04-01,Maximum Sharpe,25.0,0.0014376259725344676
2020-04-01,Equal Weight,0.0,0.0
2020-04-01,Equal Weight,5.0,0.0
2020-04-01,Equal Weight,10.0,0.0
2020-04-01,Equal Weight,25.0,0.0
2020-04-01,Minimum Variance,0.0,0.0
2020-04-01,Minimum Variance,5.0,0.00011635555845463069
2020-04-01,Minimum Variance,10.0,0.00023271111690926138
2020-04-01,Minimum Variance,25.0,0.0005817777922731535
2020-04-01,SPY,0.0,0.0
2020-04-01,SPY,5.0,0.0
2020-04-01,SPY,10.0,0.0
2020-04-01,SPY,25.0,0.0
2020-04-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2020-04-01,Shrunk Max Sharpe λ=0.25,5.0,0.00030000000000009056
2020-04-01,Shrunk Max Sharpe λ=0.25,10.0,0.0006000000000001811
2020-04-01,Shrunk Max Sharpe λ=0.25,25.0,0.0015000000000004526
2020-04-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2020-04-01,Shrunk Max Sharpe λ=0.50,5.0,0.000286295146405263
2020-04-01,Shrunk Max Sharpe λ=0.50,10.0,0.000572590292810526
2020-04-01,Shrunk Max Sharpe λ=0.50,25.0,0.001431475732026315
2020-04-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2020-04-01,Shrunk Max Sharpe λ=0.75,5.0,0.0002713888676334388
2020-04-01,Shrunk Max Sharpe λ=0.75,10.0,0.0005427777352668776
2020-04-01,Shrunk Max Sharpe λ=0.75,25.0,0.001356944338167194
2020-04-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2020-04-01,Turnover-Aware Max Sharpe γ=0.05,5.0,0.00029157259718598554
2020-04-01,Turnover-Aware Max Sharpe γ=0.05,10.0,0.0005831451943719711
2020-04-01,Turnover-Aware Max Sharpe γ=0.05,25.0,0.0014578629859299279
2020-04-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2020-04-01,Turnover-Aware Max Sharpe γ=0.10,5.0,0.0002947586634958367
2020-04-01,Turnover-Aware Max Sharpe γ=0.10,10.0,0.0005895173269916734
2020-04-01,Turnover-Aware Max Sharpe γ=0.10,25.0,0.0014737933174791837
2020-04-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2020-04-01,Turnover-Aware Max Sharpe γ=0.25,5.0,0.0002543737285572386
2020-04-01,Turnover-Aware Max Sharpe γ=0.25,10.0,0.0005087474571144772
2020-04-01,Turnover-Aware Max Sharpe γ=0.25,25.0,0.0012718686427861928
2020-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2020-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,0.00028852599275124637
2020-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,0.0005770519855024927
2020-04-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,0.0014426299637562317
2020-05-01,Maximum Sharpe,0.0,0.0
2020-05-01,Maximum Sharpe,5.0,1.1971229146228655e-06
2020-05-01,Maximum Sharpe,10.0,2.394245829245731e-06
2020-05-01,Maximum Sharpe,25.0,5.985614573114328e-06
2020-05-01,Equal Weight,0.0,0.0
2020-05-01,Equal Weight,5.0,0.0
2020-05-01,Equal Weight,10.0,0.0
2020-05-01,Equal Weight,25.0,0.0
2020-05-01,Minimum Variance,0.0,0.0
2020-05-01,Minimum Variance,5.0,1.4762941859688537e-05
2020-05-01,Minimum Variance,10.0,2.9525883719377074e-05
2020-05-01,Minimum Variance,25.0,7.381470929844269e-05
2020-05-01,SPY,0.0,0.0
2020-05-01,SPY,5.0,0.0
2020-05-01,SPY,10.0,0.0
2020-05-01,SPY,25.0,0.0
2020-05-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2020-05-01,Shrunk Max Sharpe λ=0.25,5.0,8.183350698797064e-07
2020-05-01,Shrunk Max Sharpe λ=0.25,10.0,1.6366701397594128e-06
2020-05-01,Shrunk Max Sharpe λ=0.25,25.0,4.091675349398532e-06
2020-05-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2020-05-01,Shrunk Max Sharpe λ=0.50,5.0,2.849288887459216e-06
2020-05-01,Shrunk Max Sharpe λ=0.50,10.0,5.698577774918432e-06
2020-05-01,Shrunk Max Sharpe λ=0.50,25.0,1.424644443729608e-05
2020-05-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2020-05-01,Shrunk Max Sharpe λ=0.75,5.0,4.594509642936402e-05
2020-05-01,Shrunk Max Sharpe λ=0.75,10.0,9.189019285872804e-05
2020-05-01,Shrunk Max Sharpe λ=0.75,25.0,0.00022972548214682012
2020-05-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2020-05-01,Turnover-Aware Max Sharpe γ=0.05,5.0,1.58690425747886e-17
2020-05-01,Turnover-Aware Max Sharpe γ=0.05,10.0,3.17380851495772e-17
2020-05-01,Turnover-Aware Max Sharpe γ=0.05,25.0,7.9345212873943e-17
2020-05-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2020-05-01,Turnover-Aware Max Sharpe γ=0.10,5.0,9.123576704140693e-17
2020-05-01,Turnover-Aware Max Sharpe γ=0.10,10.0,1.8247153408281386e-16
2020-05-01,Turnover-Aware Max Sharpe γ=0.10,25.0,4.561788352070346e-16
2020-05-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2020-05-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.532407246222597e-16
2020-05-01,Turnover-Aware Max Sharpe γ=0.25,10.0,3.064814492445194e-16
2020-05-01,Turnover-Aware Max Sharpe γ=0.25,25.0,7.662036231112985e-16
2020-05-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2020-05-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,1.4643315477120923e-18
2020-05-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,2.9286630954241846e-18
2020-05-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,25.0,7.321657738560462e-18
2020-06-01,Maximum Sharpe,0.0,0.0
2020-06-01,Maximum Sharpe,5.0,6.778020115593281e-07
2020-06-01,Maximum Sharpe,10.0,1.3556040231186563e-06
2020-06-01,Maximum Sharpe,25.0,3.3890100577966404e-06
2020-06-01,Equal Weight,0.0,0.0
2020-06-01,Equal Weight,5.0,0.0
2020-06-01,Equal Weight,10.0,0.0
2020-06-01,Equal Weight,25.0,0.0
2020-06-01,Minimum Variance,0.0,0.0
2020-06-01,Minimum Variance,5.0,4.8882831738109766e-06
2020-06-01,Minimum Variance,10.0,9.776566347621953e-06
2020-06-01,Minimum Variance,25.0,2.4441415869054883e-05
2020-06-01,SPY,0.0,0.0
2020-06-01,SPY,5.0,0.0
2020-06-01,SPY,10.0,0.0
2020-06-01,SPY,25.0,0.0
2020-06-01,Shrunk Max Sharpe λ=0.25,0.0,0.0
2020-06-01,Shrunk Max Sharpe λ=0.25,5.0,1.5391830938190211e-06
2020-06-01,Shrunk Max Sharpe λ=0.25,10.0,3.0783661876380423e-06
2020-06-01,Shrunk Max Sharpe λ=0.25,25.0,7.695915469095106e-06
2020-06-01,Shrunk Max Sharpe λ=0.50,0.0,0.0
2020-06-01,Shrunk Max Sharpe λ=0.50,5.0,8.183667370173168e-06
2020-06-01,Shrunk Max Sharpe λ=0.50,10.0,1.6367334740346337e-05
2020-06-01,Shrunk Max Sharpe λ=0.50,25.0,4.091833685086584e-05
2020-06-01,Shrunk Max Sharpe λ=0.75,0.0,0.0
2020-06-01,Shrunk Max Sharpe λ=0.75,5.0,2.9738687285397792e-05
2020-06-01,Shrunk Max Sharpe λ=0.75,10.0,5.9477374570795584e-05
2020-06-01,Shrunk Max Sharpe λ=0.75,25.0,0.00014869343642698896
2020-06-01,Turnover-Aware Max Sharpe γ=0.05,0.0,0.0
2020-06-01,Turnover-Aware Max Sharpe γ=0.05,5.0,4.471728498549467e-07
2020-06-01,Turnover-Aware Max Sharpe γ=0.05,10.0,8.943456997098934e-07
2020-06-01,Turnover-Aware Max Sharpe γ=0.05,25.0,2.2358642492747333e-06
2020-06-01,Turnover-Aware Max Sharpe γ=0.10,0.0,0.0
2020-06-01,Turnover-Aware Max Sharpe γ=0.10,5.0,1.551338917730087e-16
2020-06-01,Turnover-Aware Max Sharpe γ=0.10,10.0,3.102677835460174e-16
2020-06-01,Turnover-Aware Max Sharpe γ=0.10,25.0,7.756694588650435e-16
2020-06-01,Turnover-Aware Max Sharpe γ=0.25,0.0,0.0
2020-06-01,Turnover-Aware Max Sharpe γ=0.25,5.0,1.7140719203077103e-16
2020-06-01,Turnover-Aware Max Sharpe γ=0.25,10.0,3.4281438406154207e-16
2020-06-01,Turnover-Aware Max Sharpe γ=0.25,25.0,8.570359601538551e-16
2020-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,0.0,0.0
2020-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,5.0,1.7896153031766617e-08
2020-06-01,Combined Robust Max Sharpe λ=0.50 γ=0.10,10.0,3.5792306063533234e-08
